Title,Date,Author,Content
 EDITORIAL - HIV/AIDS has world in stranglehold ," June 08, 2011"," luigimarshall,","                    LAST SUNDAY was acknowledged as the 30th anniversary of the first diagnosis of acquired immune deficiency syndrome, now more commonly known by the acronym AIDS. It was the start of the global pandemic for which there is still search for a cure."
" NEW YORK NEW YORK – HIV/AIDS, Barbados, and the US "," July 30, 2010"," marciadottin,","                    There’s a bit of good news from Dr Brent Hardt, the United States’ top diplomat in Barbados and the Eastern Caribbean"
 Play looks at impact of HIV/AIDS ," February 20, 2011"," beadottin,","                    STIGMA, DISCRIMINATION, acceptance, promiscuity and homosexuality are  just some of the areas explored in Looking Back At Sodom, which was  presented by the Ministry of Tourism at Frank Collymore Hall Friday and  last night."
"‘Stand up, step up & stamp out HIV/ AIDS’"," December 02, 2014"," NATASHA BECKLES,","                    On the first day of December, every year since 1988, the global community has united in the fight against HIV/AIDS . . ."
 Island Queen to raise HIV awareness ," March 19, 2011"," rhondathompson,",                    THE PRODUCERS of Island Queen will join the fight against HIV and AIDS through an awareness campaign being launched this month.
Walkers focus on HIV food bank," October 21, 2014"," ,","                    THE POST OFFICE still matters, and its staff turned out on Sunday to show their enthusiasm for the service."
 DEAR CHRISTINE: She's afraid I catch the HIV ," January 01, 2014"," marciadottin,","                    Dear Christine,I trust that all is well with you and that you can help me with my concern."
 Bajans give generously to HIV/AIDS food bank ," March 30, 2014"," marciadottin,",                    THE HIV/AIDS food bank has taken a major hit from the recent layoffs in the public sector.
 Cave Hill researchers make HIV discovery ," June 28, 2013"," beadottin,",                    Barbados has scored a small victory in the fight against HIV and AIDS.
 MONDAY MAN: Mandate  to eliminate HIV/AIDS ," November 29, 2010"," rhondathompson,",                    HE CAN SEE that the future of Barbados will be devastating if there is  not a decrease soon in the rate of which Barbadians are contracting  HIV/AIDS.
 Parliamentarians join to fight HIV stigma ," July 18, 2011"," Carol Martindale ,",                    PARLIAMENTARIANS across the political divide in Barbados have come  together in the fight against the spread of HIV.
Anti-HIV properties in lignum vitae," August 08, 2014"," NATASHA BECKLES,","                    JAMAICAN Scientist Dr Henry Lowe and his team of researchers say they have discovered potent bio-activity against the deadly HIV in lignum vitae, Jamaica's national flower."
 DEAR CHRISTINE - My lover's wife says he has HIV ," October 26, 2011"," luigimarshall,","                    Dear Christine, I am writing to you with a heavy heart, and a worrisome spirit. I simply do not know what to do. "
 OUR CARIBBEAN: HIV/AIDS issue and ganja use ," July 02, 2014"," beadottin,","                    As Caribbean Community Heads of Government were preparing for their 35th  annual summit which got under way yesterday in Antigua, a range of new  issues kept surfacing that would also require consideration during their  four-day meeting."
 Workers focus of HIV/AIDS tour ," July 22, 2011"," luigimarshall,","                    For the second time this year, the Ministry of Labour’s HIV/AIDS Education Programme took to the streets to educate agricultural workers in St George and St John about protection against HIV/AIDS. "
 World Bank optimistic about HIV epidemic ," December 01, 2012"," sherieholder,","                    WASHINGTON, Dec 1, CMC – Two new studies by the World Bank suggest that  better prevention, care, and treatment services for sex workers and drug  users could play a significant role in ensuring a world free of the  HIV/AIDS virus."
EDITORIAL: HIV/AIDS stigma still major hurdle," November 17, 2014"," rhondathompson,",                    It was 30 years ago that the probable cause of AIDS was discovered. 
Ministry ‘meets targets’ in HIV battle," May 10, 2015"," BARRY ALLEYNE,",                    THE NATIONAL FIGHT against HIV/AIDS in Barbados is being won.
Country soon to reach HIV target," December 11, 2015"," Sherrylyn A. Toppin,","                    SENIOR MEDICAL OFFICER in the Ministry of Health, Anton Best, has disclosed that Barbados is close to achieving its targets for the HIV/AIDS treatment by 2020 given by the World Health Organisation (WHO).He made the point while speaking at the Centres for Disease Control and Prevention Caribbean Regional Office partner meetings on Tuesday at Hilton Barbados."
Poverty linked to HIV/AIDS risk," December 16, 2015"," SHERRYLYN A. TOPPIN,","                    WOMEN ARE ESPECIALLY at risk of contracting HIV/AIDS during harsh economic times.This was pointed out by the AIDS Society of Barbados chairman, Dr Henrick Ellis, as he spoke on the link between poverty and the virus following a presentation of ten food baskets by the Lions Club of St Michael to the non-governmental organization"
Prince Harry and Rihanna take public HIV test," December 01, 2016"," NATASHA BECKLES,","                    HIS ROYAL HIGHNESS Prince Henry of Wales and Barbadian singer and songwriter, Rihanna showed the world the importance of knowing one’s HIV status.They came together on World AIDS Day, December 1, for the Man Aware event in Heroes Square, Bridgetown. They sat side by side while they received individual pre-test HIV counselling.  When that was completed, they joked with each other and chatted a bit with the crowd.When they were ready to take the Rapid Test, HRH, familiarly known ... "
Ministry red flag over rapid HIV tests," April 09, 2017"," beadottin,",                    THE MINISTRY of Health has advised that only health care providers sanctioned by the Ministry are authorised to conduct HIV rapid testing in Barbados.
Jump in HIV/AIDS infections in the Caribbean," June 06, 2017"," Sherrylyn A. Toppin,",                    BRIDGETOWN – The United Nations Special Envoy on HIV to the Caribbean Dr Edward Greene is warning of an increase in HIV/AIDS infections in the Caribbean.Speaking at the recent Regional Testing Day 10th Anniversary Caribbean Launch Breakfast ... state that HIV infections are on the rise in the region.He said that while the major increases have occurred in Cuba and Jamaica the greatest area of alarm is the fact that progress in stopping new infections has stalled among adults and HIV ... 
 Take care how we speak on HIV ," February 21, 2012"," beadottin,","                     ... latter are especially susceptible to HIV. My question is: what for such public official constitutes a “clean lifestyle”?If we truly accept that one of the challenges to the reduction and, in the long term, total eradication of HIV contraction ... less condemnatory and disparaging language.This especially with regard to groups considered “most at risk”, bearing in mind anyone who has unprotected sex is susceptible to being infected with HIV.Let he who is without sin cast the first stone ... "
Doc: Mum-to-child HIV eliminated," February 08, 2019"," beadottin,",                    The Caribbean has moved from having the second highest rate of HIV transmission from mother to child to being certified transmission-free.
Safe sex message for elderly," February 17, 2016"," Maria Bradshaw ,","                    AS MORE ELDERLY PERSONS become infected with HIV/AIDS the Ministry of Social Care has rolled out public service messages geared specifically to older adults.A musical CD entitled Take Warning, as well as two posters with messages warning elderly ... Blackett told the audience which included officials and employees of his Ministry, the National Assistance Board and the National HIV/AIDS Commission, it was critical to support and promote the inclusion of the elderly in this fight against HIV."
Call to refocus condom use," July 21, 2016"," HEATHER-LYNN EVANSON in Jamaica ,","                    PREVENTION OF PREGNANCY, and not HIV/AIDS, seems to be the reason behind condom use by young people.And the attitudes of young people outlined by one of the younger participants in a National Assistance Board HIV/AIDS seminar “for men 50 ... target audience.Blackett was responding to the participant who said that his interaction with those younger than himself showed they were scared, not of HIV or sexually transmitted diseases (STDs), but of “getting pregnant and having children”."
 HIV/AIDS group reaches out  to community ," September 16, 2013"," marciadottin,","                    With the theme ""Reach Out"", the St Peter HIV/AIDS Education Committee  and the Community Development Department held a gospel concert at the  Speightstown Esplanade on Saturday night."
 HIV/AIDS a challenge for Caribbean ," June 08, 2013"," sherieholder,","                    ATLANTA, Jun 8, CMC – Caribbean-American HIV/AIDS Awareness Day is being  observed in the United States on Saturday with two experts indicating  despite significant progress many challenges remain in addressing the  epidemic in the Caribbean."
 New HIV awareness push in Jamaica ," May 08, 2014"," SHERRYLYN A. TOPPIN,","                    KINGSTON, Jamaica (AP) – A handful of sex workers sit on discarded  cardboard along a filthy sewer channel, sharing food and razors to shave  their legs and faces as they prepare for the night’s labour on the  streets of Jamaica’s capital."
 HIV infected persons still having unsafe sex ," November 30, 2010"," BARRY ALLEYNE,","                    SOME PEOPLE WHO are infected with the Human Immune Deficiency Virus  (HIV) return to risky sexual practices, after receiving treatment."
 HIV/AIDS cases still high in region ," November 23, 2010"," rhondathompson,","                    PORT OF SPAIN, Trinidad – A new United Nations report on the HIV/AIDS   epidemic is showing that despite some significant gains in the  Caribbean, some countries, like The Bahamas, Barbados and Trinidad and  Tobago continue  to have a high incidence of infection among the adult  population."
 'Don't become complacent' in HIV/AIDS fight ," November 01, 2010"," rhondathompson,","                    PHILIPSBURG, St. Maarten, – Former United Nations Secretary General Kofi  Annan  has told the region that there is no room for complacency in the  fight against  HIV/AIDS."
 New HIV/AIDS cases a concern ," January 13, 2011"," rhondathompson,",                     THE NUMBER of new cases of HIV/AIDS infections being reported each year  remains a deep concern to health officials.
" HIV/AIDS risk still high, says Brewer "," June 28, 2010"," marciadottin,","                    IMMEDIATE past-president of the AIDS Foundation of Barbados, Colin Brewer, wants more done"
 More must be done in HIV fight ," February 11, 2013"," shadiasimpson,","                    BARBADOS HAS BEEN undertaking a relatively successful fight to  contain the spread of HIV and AIDS among its population, but it is  evident that more must be done given the concerns of health officials  related to late testing and diagnosis."
New HIV strain unlikely in Barbados," February 27, 2015"," NATASHA BECKLES,",                    THE MINISTRY of Health has assured the public that Barbados’ progress in its national HIV prevention and control campaign has minimised the likelihood of resistant strains of HIV occurring here.
New HIV target ‘a tough one’," December 02, 2015"," LISA KING,",                    SUCCESS OF a World Health Organisation (WHO) recommendation that people diagnosed with HIV be put on antiretroviral therapy immediately will be determined by costs and human resources.This is the position of Senior Medical Officer Dr Anton Best who said starting early treatment could assist Barbados in reaching the UNAIDS Fast-Track Programme goal of zero new transmissions by 2030.
Infections up," January 24, 2015"," Sanka Price ,","                    IF YOU’RE SEXUALLY active, protect yourself as infection rates for various diseases are on the rise."
EDITORIAL: Good news for local AIDS fight," February 02, 2015"," beadottin,","                    THIRTY-FOUR YEARS AGO, doctors in United States identified the first case of what we now know as Acquired Immune Deficiency Syndrome, or AIDS."
EDITORIAL: Practicality beats lofty ideal," May 16, 2015"," beadottin,","                    THE FIGHT AGAINST HIV/AIDS has been relatively successful in Barbados. This has been so largely because of the public education programmes undertaken at all levels. Despite these successes, it is evident that there must be no let-up in efforts to contain this dreaded disease."
"NATION newscast December 9, 2015"," December 09, 2015"," NATASHA BECKLES,",                    In tonight's news:Hotel workers to get a pay increase.ANSA McAL still pining for a piece of the Banks group.Barbados nears global targets on HIV treatment
"Nation newscast February 4, 2016"," February 04, 2016"," NATASHA BECKLES,",                    In tonight's news:20 year-old dies in unexplained circumstances.HIV food bank appeals for donations.Farmers get advice on saving water.Youth football gets a new sponsor.
"Love, Poetry and Song to benefit HIV/AIDS Food Bank again"," January 19, 2017"," YVETTE BEST ,","                    THE SIXTH EDITION of Love, Poetry & Song comes off at the Drill Hall Range of the Barbados Defence Force’s St Ann’s Fort base on February 18 at 6 p.m.It is an edutainment drive by the Education Committee of the Barbados Government Information Service, which raises funds and collects food and toiletries for the HIV/AIDS Food Bank.Food Bank manager Stacia Whittaker said Love, Poetry and Song had resulted in donations of almost $90 000 and close to 50 barrels of stuff to date."
 Gay parades not to be condoned ," July 06, 2010"," rhondathompson,",                    CITIES THROUGHOUT the world have been holding gay pride parades this summer to celebrate the lifestyle of Sodom and Gomorrah.
 Get facts straight about gay life ," July 12, 2010"," marciadottin,",                    I REFER to an article by Paul Kokoski entitled Gay Parades Not To Be Condoned published in the July 6 DAILY NATION claiming that homosexuality
Call for more to be tested," December 03, 2017"," BARRY ALLEYNE,","                    Barbados is making inroads in the fight against HIV/AIDS, but there may be almost 3 000 people unknowingly carrying the virus, and possibly spreading it through unprotected sex.And Professor Emeritus Sir Errol (Mickey) Walrond, the first chairman of the HIV/AIDS Commission, is hoping more Barbadians, especially those in the vulnerable LGBT community, or persons who engage in promiscuous behaviour, come forward to be tested, know their status, and be educated on their  sexual habits going ... "
Infections and deaths down," December 03, 2017"," BARRY ALLEYNE,","                    A record 1 300 HIV-positive patients are now receiving live-saving therapy as Barbados continues to successfully battle the number of HIV infections through widespread treatment using antiretroviral (ATR) medicine.That means with more people being treated for the disease, the number of deaths from AIDS and new infections continues to decline in Barbados as part of a special “treat-all” programme initiated by the World Health Organisation (WHO) and implemented here in October last year."
Concern over multiple partners," March 27, 2019",,"                    Barbadians are having sex with multiple partners at the same time, but using condoms less and more are refusing to get tested for HIV.These were some of the major findings of the most recent study by the National HIV/AIDS Commission, released at the Warrens Office Complex, St Michael."
Concern about elderly and young living with AIDS," May 08, 2015"," JOHN SEALY ,",HIV/AIDS is still a public health problem with a number of adults contracting the disease.
 Ex-NBA player looks to media in HIV/AIDS fight ," December 02, 2011"," luigimarshall,",                    REGIONAL MEDIA have a bigger role to play in the fight against HIV/AIDS.
DEAR CHRISTINE: Two-timing hubby left me HIV positive," February 11, 2016"," SHERRYLYN A. TOPPIN,","                    Dear Christine:CAN YOU PLEASE share the following information with readers? It could help someone in a similar situation.My husband of 35 years died recently of HIV/AIDS. He was a salesman, well-liked, and travelled a lot.Evidently, he did more"
Only ministry-sanctioned officials to conduct HIV rapid testing," April 07, 2017"," Sherrylyn A. Toppin,","                     ... healthcare providers sanctioned by the Ministry are authorised to conduct HIV rapid testing in Barbados.This declaration is in response to reports made to the Ministry about members of the public receiving inaccurate results after being tested by unauthorised providers.Chief Medical Officer, Dr Joy St. John, stressed: “The Ministry of Health is strongly advising that members of the public should not have HIV rapid tests done at private medical facilities unless those facilities ... "
QC student wins Wear The Issue Competition," February 08, 2015"," SHERRYLYN A. TOPPIN,","                    QUEEN’S COLLEGE STUDENT Nathanial McClean, is the winner of the Wear the Issue Competition, hosted by the Barbados Government Information Service (BGIS) and Pompasette Magazine."
BGIS’ Love Poetry and Song continues to assist food bank," March 11, 2015"," NATASHA BECKLES,",                    EVENTS LIKE Love Poetry and Song (LPS) continue to bring awareness and support to the HIV Food Bank and to HIV and AIDS.
Palliative care movement in Barbados praised," March 12, 2015"," NATASHA BECKLES,",                    THE PALLIATIVE CARE movement in Barbados has come in for high praise from Health Minister John Boyce.
Abstinence ‘an option’," May 11, 2015"," Eric Smith ,",                    A SENIOR TRADE UNIONIST wants greater emphasis to be placed on abstinence in the fight against HIV/AIDS.
Graduates told to find a cause," October 17, 2016"," LISA KING,","                    FORMER HEAD of the National HIV/AIDS Commission Dr Carol Jacobs says the failure of governments in Barbados and across the region to specifically legislate against discrimination of people with HIV has been a major disappointment.She made the point while addressing the second of two graduation ceremonies of the Cave Hill Campus of the University of the West Indies (UWI) on Saturday evening.Jacobs, who received an honorary doctor of science degree from the university, said: “Probably ... "
‘More can be done in AIDS fight’," May 24, 2016"," GERCINE CARTER ,","                    MORE AND MORE PEOPLE in Barbados with HIV/AIDS are surviving because of the treatment, but there are many AIDS sufferers courting death by not taking their prescribed medication.This is a concern of Dr Timothy Roach, one of the early pioneers in the AIDS fight. He said that though he had seen a vast improvement in the care and management of HIV with the price of drugs dropping from $1 500 per month to $50 per month, “we still don’t have the adherence to the medication regime ... "
Confident Babb ready for battle," March 08, 2017",,                    THE GIRLS OF Lester Vaughan School should soon join their male counterparts at the top of the Barbados Secondary Schools Athletic Championships (BSSAC).That’s the bold prediction of their physical education teacher Alwyn Babb.In an interview at...
Ex-prison officers giving back," July 30, 2015"," GERCINE CARTER ,",                    MEMBERS OF THE Retired Prison Officers Association are enjoying their golden years but also taking time out to give back to society.
Region steady in AIDS fight," September 04, 2015"," Carlos Atwell ,","                    BARBADOS AND THE Caribbean are doing so well in terms of the fight against HIV/AIDS and the stigma and discrimination associated with it that resources have been shifted away.USAID mission director for the Eastern and Southern Caribbean,"
Three lodge petition against buggery law," June 06, 2018",,"                    Three members of the Lesbian, Gay, Bisexual and Transgender (LGBT) community, have officially lodged a petition with the Inter-American Commission on Human Rights.Twenty-four-year-old Alexa Hoffman, a transgender woman, and the two other petitioners, a lesbian woman and a gay man who remained anonymous, officially made the stance before a small crowd in the moot courtroom, Faculty of Law, University of the West Indies, Cave Hill Campus moments ago."
 Inniss lauds Regional Testing Day ," June 30, 2012"," beadottin,","HIV, AIDS and ""knowing your status"" were once again in the forefront as yesterday marked the fifth annual Regional HIV/AIDS Testing Day."
Other options," February 13, 2017"," WILLCOMM,","                    OFFICIALS SPREADING the HIV/AIDS message are being accused of discriminating against Christians.Abstinence before marriage advocate Ambrose Carter, who has been pushing the alternative Virginity Is Possible (VIP) message, said youth, including those in the church, needed to hear they did have another option, which was far safer than what was being promoted.“These same people who are using the stigma and discrimination language to individuals by their own actions are stigmatising ... "
 AIDS worry ," May 31, 2010"," marciadottin,","                    In Barbados, there are 185 registered new cases of HIV/AIDS every year, and this,"
 Encore for Block Draughts ," December 19, 2012"," beadottin,",                    The HIV & AIDS Block Draughts Tournament will now be an annual event.
 Pushing safe sexual habits ," February 17, 2014"," marciadottin,",                    The Registration Department is playing its part in assisting the HIV Food Bank drive.
 LEFT OF CENTRE: Aim for healthy workforce ," June 12, 2012"," marciadottin,","                    THE MATTER OF HIV/AIDS in Barbados cannot be ""business as usual"" in the workplace."
 Kissing stigma away ," February 16, 2011"," Carol Martindale ,","                    THE National HIV/AIDS Commission (NHAC) wants Barbadians to ""kiss stigma  and discrimination goodbye""."
 Ellerton Block draughts champs ," December 12, 2012"," beadottin,",                    Ellerton are the champions of the Ministry of Sport’s inaugural HIV/AIDS Block Draughts Tournament.
 Call to decriminalise homosexuality ," November 19, 2011"," Carol Martindale ,","                    NASSAU, Bahamas – A leading Caribbean HIV/AIDS researcher  today called  on regional"
 Abstinence works against AIDS ," September 16, 2010"," rhondathompson,",                    A UNITED STATES SENATE Commission has agreed to triple the budget – to up to US$50 million – for programmes that take on...
 Positive move ," February 17, 2011"," beadottin,","                    Concerned about the level of stigma and discrimination, the National  HIV/AIDS Commission is launching a T-shirt campaign to help make life  easier for people living with HIV/AIDS."
 Bajans having risky sex ," March 30, 2011"," luigimarshall,",                    Barbadians’ reluctance to change their sexual behaviour remains one of the biggest challenges to fighting HIV/AIDS.
 PM praises Rotary ," April 15, 2011"," beadottin,",                    Prime Minister Freundel Stuart has hailed the Rotary District 7030 for tackling health threats such as the HIV/AIDS pandemic.
 St Paul's has AIDS ministry ," October 29, 2012"," beadottin,","                    The Anglican Church in Barbados, specifically St Paul’s Church, now has a ministry for people living with HIV."
Lady Haynes takes Senate oath," March 04, 2015"," Trevor Yearwood ,",                    FORMER BARBADOS HIV/AIDS CZAR Carol Lady Haynes took her seat in the Senate today for the first time.
 New AIDS policy 'on the way' ," December 02, 2012"," beadottin,","                    Government is working on a new HIV/AIDS policy that Minister of Social  Care Steve Blackett says will be ""genuinely multisectoral, developmental  and human rights based""."
 Food Bank enriched ," December 23, 2011"," luigimarshall,","                    JUST FOR THIS CHRISTMAS, more food has been deposited in the bank that helps People Living With HIV and AIDS (PLWHA)."
 AIDS Food Bank welcomes donors ," August 11, 2010"," rhondathompson,","                    PUBLIC RELATIONS OFFICER of the National HIV/ADS Commission, Fabian Todd, yesterday commended those who made donations to the Food Bank over the last few weeks."
 Attitude downside ," May 29, 2012"," rhondathompson,","                    POLITICAL SCIENTIST PETER WICKHAM has suggested that Barbados’ ""sexual  immaturity"" when it comes to same-sex relations is hindering the  country’s progress in its HIV/AIDS fight."
 Fun at St Philip Carnival ," January 21, 2012"," Carol Martindale ,","                    After a two-year hiatus, the St Philip Carnival returned under the theme  Zero HIV/AIDS Infections, Zero Discrimination,  much to the"
 FCIB lift for private sector ," August 11, 2010"," rhondathompson,",                    Private sector workers can now look forward to continued HIV/AIDS education efforts through a community donations initiative by FirstCaribbean International Bank.
 'Miracles' at Gym ," June 23, 2014"," rhondathompson,","                    SEVERAL BARBADIANS last night claimed miracle cures for a range of problems including HIV/AIDS, cancer, tumours, heart ailments, poor vision, diabetes and even a speech impediment."
 Support for condoms in schools ," February 27, 2011"," rhondathompson,",                    A regional educator has thrown her support  behind calls  for the distribution of condoms in schools as part of the  battle against the  spread of HIV and AIDS.
Probe into LIAT scare," October 31, 2014"," ,","                    LIAT and Grantley Adams International Airport (GAIA) are  investigating the alarm raised after a passenger, who is reportedly HIV  positive, was injured on an aircraft."
 Not enough ," August 29, 2012"," beadottin,",                    The international financial institution which approved US$35 million  in funding for Barbados’ HIV/AIDS fight is not very satisfied with what  has been done so far.
 Jamonn's rules ," July 01, 2012"," rhondathompson,",                    Meet Jamonn Roberts. The 21-year-old HIV/AIDS and youth activist was  recently installed as one of two Barbadian CARICOM Youth Ambassadors.
